
           ####      G N O M              Version 5.0 (r6759)      ####
                                               Tue Nov 14 11:34:33 2017

           ####      Configuration                                 ####

    System Type:                   arbitrary monodisperse (job = 0)
    Minimum characteristic size:         0.0000
    Maximum characteristic size:       109.6400
    rad56:                               0.0000
    Force 0.0 at r = rmin:                  yes
    Force 0.0 at r = rmax:                  yes
    Initial alpha:                       0.0000
    Initial random seed:             1510677273
    Points in real space:                   214

    Input  1:                      /Users/Rizzo/Desktop/paper_stuff/SAXS_for_SASBDB/SAXS_curves/M_S_A_hRev73_WT_1988_10pt63.dat
    First data point used:                   20
    Last data point used:                   465
    Scaling coefficient:             0.1000E+01
    Experimental setup:            point collimation


           ####      Results                                       ####

    Parameter    DISCRP  OSCILL  STABIL  SYSDEV  POSITV  VALCEN  SMOOTH
    Weight        1.000   3.000   3.000   3.000   1.000   1.000   2.000
    Sigma         0.300   0.600   0.120   0.120   0.120   0.120   0.600
    Ideal         0.700   1.100   0.000   1.000   1.000   0.950   0.000
    Current       0.829   1.517   0.001   1.007   1.000   0.858   0.144
               --------------------------------------------------------
    Estimate      0.831   0.616   1.000   1.000   1.000   0.559   0.944

    Angular range:                       0.0195 to       0.3023
    Reciprocal space Rg:             0.3003E+02
    Reciprocal space I(0):           0.3694E+00

    Real space range:                    0.0000 to     109.6400
    Real space Rg:                   0.3009E+02 +-   0.4387E-01
    Real space I(0):                 0.3694E+00 +-   0.3151E-03

    Highest ALPHA (theor):           0.2863E+06
    Current ALPHA:                   0.2497E+02

    Total Estimate:                      0.8662 (a GOOD solution)


           ####      Experimental Data and Fit                     ####

      S          J EXP       ERROR       J REG       I REG
   0.624320E-01   0.122696E+00   0.337245E-03   0.123121E+00   0.123121E+00
   0.630047E-01   0.120934E+00   0.334126E-03   0.120850E+00   0.120850E+00
   0.635774E-01   0.118040E+00   0.344324E-03   0.118608E+00   0.118608E+00
   0.641501E-01   0.115957E+00   0.322605E-03   0.116395E+00   0.116395E+00
   0.647228E-01   0.114072E+00   0.310934E-03   0.114213E+00   0.114213E+00
   0.652955E-01   0.112303E+00   0.312248E-03   0.112059E+00   0.112059E+00
   0.658682E-01   0.109603E+00   0.306783E-03   0.109936E+00   0.109936E+00
   0.664408E-01   0.107243E+00   0.321159E-03   0.107842E+00   0.107842E+00
   0.670135E-01   0.105855E+00   0.317060E-03   0.105778E+00   0.105778E+00
   0.675862E-01   0.103422E+00   0.315171E-03   0.103744E+00   0.103744E+00
   0.681589E-01   0.102232E+00   0.298905E-03   0.101740E+00   0.101740E+00
   0.687316E-01   0.997366E-01   0.315473E-03   0.997656E-01   0.997656E-01
   0.693043E-01   0.978132E-01   0.310587E-03   0.978210E-01   0.978210E-01
   0.698769E-01   0.956680E-01   0.306859E-03   0.959060E-01   0.959060E-01
   0.704496E-01   0.941825E-01   0.305404E-03   0.940207E-01   0.940207E-01
   0.710223E-01   0.924550E-01   0.305027E-03   0.921649E-01   0.921649E-01
   0.715950E-01   0.900724E-01   0.304185E-03   0.903385E-01   0.903385E-01
   0.721676E-01   0.883301E-01   0.298342E-03   0.885413E-01   0.885413E-01
   0.727403E-01   0.870659E-01   0.299415E-03   0.867733E-01   0.867733E-01
   0.733130E-01   0.849532E-01   0.297003E-03   0.850343E-01   0.850343E-01
   0.738856E-01   0.834685E-01   0.301039E-03   0.833241E-01   0.833241E-01
   0.744583E-01   0.815528E-01   0.304046E-03   0.816425E-01   0.816425E-01
   0.750309E-01   0.801166E-01   0.297238E-03   0.799893E-01   0.799893E-01
   0.756036E-01   0.783644E-01   0.294740E-03   0.783643E-01   0.783643E-01
   0.761763E-01   0.762983E-01   0.287520E-03   0.767673E-01   0.767673E-01
   0.767489E-01   0.753279E-01   0.288323E-03   0.751981E-01   0.751981E-01
   0.773216E-01   0.737348E-01   0.287073E-03   0.736564E-01   0.736564E-01
   0.778942E-01   0.723444E-01   0.282216E-03   0.721420E-01   0.721420E-01
   0.784668E-01   0.708330E-01   0.286642E-03   0.706547E-01   0.706547E-01
   0.790395E-01   0.697330E-01   0.281526E-03   0.691941E-01   0.691941E-01
   0.796121E-01   0.678789E-01   0.271362E-03   0.677600E-01   0.677600E-01
   0.801848E-01   0.666637E-01   0.284355E-03   0.663521E-01   0.663521E-01
   0.807574E-01   0.654414E-01   0.272786E-03   0.649701E-01   0.649701E-01
   0.813300E-01   0.643045E-01   0.271284E-03   0.636137E-01   0.636137E-01
   0.819027E-01   0.623276E-01   0.280829E-03   0.622827E-01   0.622827E-01
   0.824753E-01   0.607701E-01   0.270959E-03   0.609767E-01   0.609767E-01
   0.830479E-01   0.597363E-01   0.266980E-03   0.596954E-01   0.596954E-01
   0.836205E-01   0.585532E-01   0.266535E-03   0.584386E-01   0.584386E-01
   0.841932E-01   0.571260E-01   0.258293E-03   0.572058E-01   0.572058E-01
   0.847658E-01   0.559639E-01   0.264808E-03   0.559968E-01   0.559968E-01
   0.853384E-01   0.549644E-01   0.265080E-03   0.548113E-01   0.548113E-01
   0.859110E-01   0.535275E-01   0.260283E-03   0.536488E-01   0.536488E-01
   0.864836E-01   0.526081E-01   0.263347E-03   0.525092E-01   0.525092E-01
   0.870562E-01   0.515499E-01   0.253406E-03   0.513921E-01   0.513921E-01
   0.876288E-01   0.510637E-01   0.258226E-03   0.502971E-01   0.502971E-01
   0.882014E-01   0.496954E-01   0.250474E-03   0.492239E-01   0.492239E-01
   0.887740E-01   0.477109E-01   0.253430E-03   0.481722E-01   0.481722E-01
   0.893466E-01   0.467452E-01   0.253121E-03   0.471417E-01   0.471417E-01
   0.899192E-01   0.459750E-01   0.253847E-03   0.461320E-01   0.461320E-01
   0.904918E-01   0.452726E-01   0.251936E-03   0.451428E-01   0.451428E-01
   0.910644E-01   0.439695E-01   0.246167E-03   0.441737E-01   0.441737E-01
   0.916370E-01   0.431975E-01   0.247456E-03   0.432245E-01   0.432245E-01
   0.922096E-01   0.427397E-01   0.249269E-03   0.422947E-01   0.422947E-01
   0.927821E-01   0.412652E-01   0.238032E-03   0.413842E-01   0.413842E-01
   0.933547E-01   0.401693E-01   0.243417E-03   0.404924E-01   0.404924E-01
   0.939273E-01   0.393619E-01   0.237708E-03   0.396193E-01   0.396193E-01
   0.944999E-01   0.389609E-01   0.235147E-03   0.387643E-01   0.387643E-01
   0.950724E-01   0.382040E-01   0.236362E-03   0.379272E-01   0.379272E-01
   0.956450E-01   0.370613E-01   0.231893E-03   0.371076E-01   0.371076E-01
   0.962176E-01   0.364476E-01   0.240366E-03   0.363054E-01   0.363054E-01
   0.967901E-01   0.354070E-01   0.235840E-03   0.355200E-01   0.355200E-01
   0.973627E-01   0.350940E-01   0.234730E-03   0.347512E-01   0.347512E-01
   0.979352E-01   0.341339E-01   0.236774E-03   0.339989E-01   0.339989E-01
   0.985078E-01   0.332699E-01   0.227610E-03   0.332626E-01   0.332626E-01
   0.990803E-01   0.323184E-01   0.222055E-03   0.325419E-01   0.325419E-01
   0.996529E-01   0.319262E-01   0.211704E-03   0.318367E-01   0.318367E-01
   0.100225E+00   0.311437E-01   0.213407E-03   0.311467E-01   0.311467E-01
   0.100798E+00   0.301959E-01   0.211852E-03   0.304714E-01   0.304714E-01
   0.101370E+00   0.295539E-01   0.219938E-03   0.298108E-01   0.298108E-01
   0.101943E+00   0.288977E-01   0.217333E-03   0.291644E-01   0.291644E-01
   0.102516E+00   0.285463E-01   0.216714E-03   0.285320E-01   0.285320E-01
   0.103088E+00   0.280148E-01   0.215617E-03   0.279134E-01   0.279134E-01
   0.103661E+00   0.271802E-01   0.212240E-03   0.273082E-01   0.273082E-01
   0.104233E+00   0.265735E-01   0.213448E-03   0.267161E-01   0.267161E-01
   0.104806E+00   0.261723E-01   0.208897E-03   0.261371E-01   0.261371E-01
   0.105378E+00   0.262640E-01   0.215317E-03   0.255706E-01   0.255706E-01
   0.105951E+00   0.246992E-01   0.210333E-03   0.250166E-01   0.250166E-01
   0.106523E+00   0.242748E-01   0.208358E-03   0.244748E-01   0.244748E-01
   0.107096E+00   0.240973E-01   0.206464E-03   0.239448E-01   0.239448E-01
   0.107668E+00   0.233623E-01   0.208216E-03   0.234266E-01   0.234266E-01
   0.108241E+00   0.225231E-01   0.203483E-03   0.229197E-01   0.229197E-01
   0.108813E+00   0.226218E-01   0.207805E-03   0.224241E-01   0.224241E-01
   0.109386E+00   0.219505E-01   0.205752E-03   0.219394E-01   0.219394E-01
   0.109958E+00   0.216094E-01   0.200779E-03   0.214654E-01   0.214654E-01
   0.110531E+00   0.209847E-01   0.203915E-03   0.210020E-01   0.210020E-01
   0.111103E+00   0.200671E-01   0.206967E-03   0.205488E-01   0.205488E-01
   0.111676E+00   0.201078E-01   0.208504E-03   0.201057E-01   0.201057E-01
   0.112248E+00   0.193609E-01   0.207078E-03   0.196725E-01   0.196725E-01
   0.112821E+00   0.189600E-01   0.200585E-03   0.192489E-01   0.192489E-01
   0.113393E+00   0.190902E-01   0.200357E-03   0.188348E-01   0.188348E-01
   0.113965E+00   0.184399E-01   0.204664E-03   0.184299E-01   0.184299E-01
   0.114538E+00   0.179157E-01   0.205794E-03   0.180340E-01   0.180340E-01
   0.115110E+00   0.174564E-01   0.201438E-03   0.176470E-01   0.176470E-01
   0.115683E+00   0.172955E-01   0.201350E-03   0.172687E-01   0.172687E-01
   0.116255E+00   0.168200E-01   0.202178E-03   0.168988E-01   0.168988E-01
   0.116828E+00   0.167372E-01   0.202867E-03   0.165372E-01   0.165372E-01
   0.117400E+00   0.166511E-01   0.196359E-03   0.161838E-01   0.161838E-01
   0.117973E+00   0.156177E-01   0.194918E-03   0.158382E-01   0.158382E-01
   0.118545E+00   0.158640E-01   0.200364E-03   0.155004E-01   0.155004E-01
   0.119118E+00   0.149604E-01   0.193884E-03   0.151702E-01   0.151702E-01
   0.119690E+00   0.150862E-01   0.190612E-03   0.148474E-01   0.148474E-01
   0.120262E+00   0.146583E-01   0.195080E-03   0.145319E-01   0.145319E-01
   0.120835E+00   0.145629E-01   0.190111E-03   0.142234E-01   0.142234E-01
   0.121407E+00   0.137079E-01   0.198074E-03   0.139219E-01   0.139219E-01
   0.121980E+00   0.134058E-01   0.189483E-03   0.136271E-01   0.136271E-01
   0.122552E+00   0.135036E-01   0.189113E-03   0.133390E-01   0.133390E-01
   0.123124E+00   0.127053E-01   0.193006E-03   0.130573E-01   0.130573E-01
   0.123697E+00   0.123751E-01   0.191147E-03   0.127820E-01   0.127820E-01
   0.124269E+00   0.123430E-01   0.183480E-03   0.125128E-01   0.125128E-01
   0.124842E+00   0.121511E-01   0.190928E-03   0.122497E-01   0.122497E-01
   0.125414E+00   0.121373E-01   0.188153E-03   0.119925E-01   0.119925E-01
   0.125986E+00   0.115076E-01   0.197838E-03   0.117411E-01   0.117411E-01
   0.126559E+00   0.116713E-01   0.185989E-03   0.114952E-01   0.114952E-01
   0.127131E+00   0.114656E-01   0.183551E-03   0.112549E-01   0.112549E-01
   0.127704E+00   0.110798E-01   0.189665E-03   0.110200E-01   0.110200E-01
   0.128276E+00   0.106735E-01   0.184181E-03   0.107904E-01   0.107904E-01
   0.128848E+00   0.104334E-01   0.185141E-03   0.105658E-01   0.105658E-01
   0.129421E+00   0.102342E-01   0.184854E-03   0.103463E-01   0.103463E-01
   0.129993E+00   0.997187E-02   0.184499E-03   0.101317E-01   0.101317E-01
   0.130565E+00   0.100285E-01   0.191145E-03   0.992184E-02   0.992184E-02
   0.131138E+00   0.969424E-02   0.181999E-03   0.971666E-02   0.971666E-02
   0.131710E+00   0.956352E-02   0.184366E-03   0.951606E-02   0.951606E-02
   0.132282E+00   0.896193E-02   0.184532E-03   0.931990E-02   0.931990E-02
   0.132855E+00   0.928878E-02   0.185900E-03   0.912810E-02   0.912810E-02
   0.133427E+00   0.919587E-02   0.181213E-03   0.894054E-02   0.894054E-02
   0.134000E+00   0.851656E-02   0.177953E-03   0.875713E-02   0.875713E-02
   0.134572E+00   0.888504E-02   0.166568E-03   0.857777E-02   0.857777E-02
   0.135144E+00   0.836177E-02   0.163786E-03   0.840236E-02   0.840236E-02
   0.135716E+00   0.832977E-02   0.172108E-03   0.823075E-02   0.823075E-02
   0.136289E+00   0.838182E-02   0.172096E-03   0.806296E-02   0.806296E-02
   0.136861E+00   0.783162E-02   0.174685E-03   0.789896E-02   0.789896E-02
   0.137433E+00   0.738699E-02   0.174794E-03   0.773847E-02   0.773847E-02
   0.138006E+00   0.763788E-02   0.174974E-03   0.758150E-02   0.758150E-02
   0.138578E+00   0.744192E-02   0.174226E-03   0.742795E-02   0.742795E-02
   0.139150E+00   0.708624E-02   0.176457E-03   0.727776E-02   0.727776E-02
   0.139723E+00   0.708392E-02   0.173353E-03   0.713084E-02   0.713084E-02
   0.140295E+00   0.722346E-02   0.173115E-03   0.698712E-02   0.698712E-02
   0.140867E+00   0.683169E-02   0.174315E-03   0.684652E-02   0.684652E-02
   0.141440E+00   0.675694E-02   0.178352E-03   0.670898E-02   0.670898E-02
   0.142012E+00   0.684680E-02   0.169084E-03   0.657443E-02   0.657443E-02
   0.142584E+00   0.649927E-02   0.172912E-03   0.644278E-02   0.644278E-02
   0.143156E+00   0.635347E-02   0.173750E-03   0.631400E-02   0.631400E-02
   0.143729E+00   0.599200E-02   0.170154E-03   0.618800E-02   0.618800E-02
   0.144301E+00   0.598386E-02   0.169864E-03   0.606472E-02   0.606472E-02
   0.144873E+00   0.583124E-02   0.173734E-03   0.594412E-02   0.594412E-02
   0.145445E+00   0.619401E-02   0.170891E-03   0.582612E-02   0.582612E-02
   0.146018E+00   0.551872E-02   0.172603E-03   0.571067E-02   0.571067E-02
   0.146590E+00   0.555302E-02   0.172619E-03   0.559772E-02   0.559772E-02
   0.147162E+00   0.533977E-02   0.170820E-03   0.548721E-02   0.548721E-02
   0.147734E+00   0.542081E-02   0.171807E-03   0.537910E-02   0.537910E-02
   0.148307E+00   0.544000E-02   0.172161E-03   0.527334E-02   0.527334E-02
   0.148879E+00   0.541429E-02   0.174774E-03   0.516989E-02   0.516989E-02
   0.149451E+00   0.488652E-02   0.168441E-03   0.506865E-02   0.506865E-02
   0.150023E+00   0.461933E-02   0.172353E-03   0.496964E-02   0.496964E-02
   0.150595E+00   0.512645E-02   0.169497E-03   0.487280E-02   0.487280E-02
   0.151168E+00   0.449639E-02   0.173038E-03   0.477807E-02   0.477807E-02
   0.151740E+00   0.499997E-02   0.175143E-03   0.468543E-02   0.468543E-02
   0.152312E+00   0.458519E-02   0.171242E-03   0.459483E-02   0.459483E-02
   0.152884E+00   0.455112E-02   0.170327E-03   0.450623E-02   0.450623E-02
   0.153456E+00   0.423197E-02   0.172653E-03   0.441961E-02   0.441961E-02
   0.154029E+00   0.404559E-02   0.169609E-03   0.433492E-02   0.433492E-02
   0.154601E+00   0.424444E-02   0.169739E-03   0.425214E-02   0.425214E-02
   0.155173E+00   0.418980E-02   0.168041E-03   0.417133E-02   0.417133E-02
   0.155745E+00   0.411135E-02   0.166957E-03   0.409207E-02   0.409207E-02
   0.156317E+00   0.402957E-02   0.168818E-03   0.401489E-02   0.401489E-02
   0.156889E+00   0.395103E-02   0.168921E-03   0.393941E-02   0.393941E-02
   0.157462E+00   0.418423E-02   0.166757E-03   0.386568E-02   0.386568E-02
   0.158034E+00   0.361111E-02   0.168993E-03   0.379368E-02   0.379368E-02
   0.158606E+00   0.398437E-02   0.169043E-03   0.372338E-02   0.372338E-02
   0.159178E+00   0.384785E-02   0.169113E-03   0.365475E-02   0.365475E-02
   0.159750E+00   0.334318E-02   0.170056E-03   0.358778E-02   0.358778E-02
   0.160322E+00   0.376834E-02   0.169057E-03   0.352245E-02   0.352245E-02
   0.160894E+00   0.346164E-02   0.166424E-03   0.345870E-02   0.345870E-02
   0.161467E+00   0.320222E-02   0.168145E-03   0.339655E-02   0.339655E-02
   0.162039E+00   0.340756E-02   0.169964E-03   0.333596E-02   0.333596E-02
   0.162611E+00   0.337586E-02   0.166184E-03   0.327693E-02   0.327693E-02
   0.163183E+00   0.320167E-02   0.169830E-03   0.321941E-02   0.321941E-02
   0.163755E+00   0.300956E-02   0.162256E-03   0.316340E-02   0.316340E-02
   0.164327E+00   0.310070E-02   0.167171E-03   0.310887E-02   0.310887E-02
   0.164899E+00   0.309072E-02   0.166888E-03   0.305582E-02   0.305582E-02
   0.165471E+00   0.293622E-02   0.162221E-03   0.300422E-02   0.300422E-02
   0.166043E+00   0.297428E-02   0.164791E-03   0.295405E-02   0.295405E-02
   0.166615E+00   0.262494E-02   0.165594E-03   0.290530E-02   0.290530E-02
   0.167188E+00   0.281421E-02   0.165398E-03   0.285795E-02   0.285795E-02
   0.167760E+00   0.272350E-02   0.164621E-03   0.281199E-02   0.281199E-02
   0.168332E+00   0.283547E-02   0.167129E-03   0.276739E-02   0.276739E-02
   0.168904E+00   0.242714E-02   0.156905E-03   0.272415E-02   0.272415E-02
   0.169476E+00   0.267027E-02   0.150083E-03   0.268224E-02   0.268224E-02
   0.170048E+00   0.258894E-02   0.152862E-03   0.264167E-02   0.264167E-02
   0.170620E+00   0.257359E-02   0.158516E-03   0.260238E-02   0.260238E-02
   0.171192E+00   0.234090E-02   0.159661E-03   0.256440E-02   0.256440E-02
   0.171764E+00   0.239575E-02   0.157246E-03   0.252769E-02   0.252769E-02
   0.172336E+00   0.240293E-02   0.156857E-03   0.249225E-02   0.249225E-02
   0.172908E+00   0.263480E-02   0.159810E-03   0.245805E-02   0.245805E-02
   0.173480E+00   0.218856E-02   0.161204E-03   0.242508E-02   0.242508E-02
   0.174052E+00   0.234481E-02   0.160906E-03   0.239333E-02   0.239333E-02
   0.174624E+00   0.205325E-02   0.161100E-03   0.236293E-02   0.236293E-02
   0.175196E+00   0.237135E-02   0.157518E-03   0.233334E-02   0.233334E-02
   0.175768E+00   0.226244E-02   0.161395E-03   0.230522E-02   0.230522E-02
   0.176340E+00   0.223730E-02   0.160829E-03   0.227818E-02   0.227818E-02
   0.176912E+00   0.226032E-02   0.162624E-03   0.225228E-02   0.225228E-02
   0.177484E+00   0.240896E-02   0.159267E-03   0.222750E-02   0.222750E-02
   0.178056E+00   0.219786E-02   0.164750E-03   0.220383E-02   0.220383E-02
   0.178628E+00   0.230609E-02   0.159846E-03   0.218125E-02   0.218125E-02
   0.179200E+00   0.223895E-02   0.163168E-03   0.215974E-02   0.215974E-02
   0.179772E+00   0.208075E-02   0.166353E-03   0.213930E-02   0.213930E-02
   0.180344E+00   0.222903E-02   0.167018E-03   0.211988E-02   0.211988E-02
   0.180916E+00   0.205914E-02   0.161817E-03   0.210150E-02   0.210150E-02
   0.181488E+00   0.199187E-02   0.162431E-03   0.208412E-02   0.208412E-02
   0.182060E+00   0.211678E-02   0.164451E-03   0.206773E-02   0.206773E-02
   0.182632E+00   0.214711E-02   0.162772E-03   0.205230E-02   0.205230E-02
   0.183204E+00   0.206954E-02   0.163686E-03   0.203784E-02   0.203784E-02
   0.183775E+00   0.211490E-02   0.165602E-03   0.202430E-02   0.202430E-02
