   sExp  |  iExp |  Err | iFit(+Const) | Chi^2=   2.017
 0.00962   0.151000E+04   0.196100E+02   0.150872E+04
 0.01053   0.149800E+04   0.133700E+02   0.150076E+04
 0.01145   0.149100E+04   0.990900E+01   0.149207E+04
 0.01236   0.148900E+04   0.793300E+01   0.148283E+04
 0.01327   0.147900E+04   0.614800E+01   0.147295E+04
 0.01419   0.146700E+04   0.506400E+01   0.146232E+04
 0.01510   0.145400E+04   0.443900E+01   0.145120E+04
 0.01602   0.143900E+04   0.139700E+02   0.143934E+04
 0.01693   0.142900E+04   0.561400E+01   0.142703E+04
 0.01785   0.141800E+04   0.476400E+01   0.141401E+04
 0.01876   0.140300E+04   0.448400E+01   0.140060E+04
 0.01967   0.139000E+04   0.409100E+01   0.138669E+04
 0.02059   0.137100E+04   0.130600E+02   0.137214E+04
 0.02150   0.135800E+04   0.532500E+01   0.135730E+04
 0.02242   0.133600E+04   0.494200E+01   0.134187E+04
 0.02333   0.132100E+04   0.478300E+01   0.132621E+04
 0.02424   0.130800E+04   0.457600E+01   0.131019E+04
 0.02516   0.129200E+04   0.444200E+01   0.129365E+04
 0.02607   0.127400E+04   0.418600E+01   0.127697E+04
 0.02699   0.125900E+04   0.403800E+01   0.125983E+04
 0.02790   0.124000E+04   0.399100E+01   0.124261E+04
 0.02882   0.122300E+04   0.379500E+01   0.122496E+04
 0.02973   0.120100E+04   0.366200E+01   0.120730E+04
 0.03064   0.118600E+04   0.358700E+01   0.118946E+04
 0.03156   0.117000E+04   0.353000E+01   0.117127E+04
 0.03247   0.115000E+04   0.352000E+01   0.115313E+04
 0.03339   0.113500E+04   0.343200E+01   0.113469E+04
 0.03430   0.111700E+04   0.344700E+01   0.111638E+04
 0.03522   0.109800E+04   0.343800E+01   0.109780E+04
 0.03613   0.107900E+04   0.348400E+01   0.107941E+04
 0.03704   0.106400E+04   0.340400E+01   0.106100E+04
 0.03796   0.103700E+04   0.339900E+01   0.104242E+04
 0.03887   0.102100E+04   0.341900E+01   0.102408E+04
 0.03979   0.101100E+04   0.331200E+01   0.100560E+04
 0.04070   0.991800E+03   0.321700E+01   0.987398E+03
 0.04161   0.969800E+03   0.308700E+01   0.969299E+03
 0.04253   0.948300E+03   0.297800E+01   0.951121E+03
 0.04344   0.928400E+03   0.291200E+01   0.933275E+03
 0.04436   0.911900E+03   0.281700E+01   0.915385E+03
 0.04527   0.897400E+03   0.272800E+01   0.897855E+03
 0.04619   0.879400E+03   0.274400E+01   0.880313E+03
 0.04710   0.867000E+03   0.277300E+01   0.863153E+03
 0.04801   0.848200E+03   0.273100E+01   0.846195E+03
 0.04893   0.827800E+03   0.267400E+01   0.829269E+03
 0.04984   0.810700E+03   0.268300E+01   0.812755E+03
 0.05076   0.795600E+03   0.270800E+01   0.796301E+03
 0.05167   0.781000E+03   0.276500E+01   0.780274E+03
 0.05259   0.766500E+03   0.274300E+01   0.764330E+03
 0.05350   0.751400E+03   0.273800E+01   0.748825E+03
 0.05441   0.734500E+03   0.271200E+01   0.733591E+03
 0.05533   0.719900E+03   0.265300E+01   0.718471E+03
 0.05624   0.703200E+03   0.259700E+01   0.703799E+03
 0.05716   0.691400E+03   0.258600E+01   0.689257E+03
 0.05807   0.680900E+03   0.250900E+01   0.675166E+03
 0.05898   0.666400E+03   0.245800E+01   0.661369E+03
 0.05990   0.649800E+03   0.237700E+01   0.647722E+03
 0.06081   0.635200E+03   0.234600E+01   0.634524E+03
 0.06173   0.626900E+03   0.235800E+01   0.621486E+03
 0.06264   0.618000E+03   0.233400E+01   0.608892E+03
 0.06356   0.605600E+03   0.234700E+01   0.596466E+03
 0.06447   0.591600E+03   0.230000E+01   0.584474E+03
 0.06538   0.576400E+03   0.228100E+01   0.572775E+03
 0.06630   0.563200E+03   0.226400E+01   0.561240E+03
 0.06721   0.550200E+03   0.223600E+01   0.550113E+03
 0.06813   0.538400E+03   0.221600E+01   0.539146E+03
 0.06904   0.532700E+03   0.219900E+01   0.528572E+03
 0.06996   0.522900E+03   0.223100E+01   0.518153E+03
 0.07087   0.512300E+03   0.221000E+01   0.508110E+03
 0.07178   0.504300E+03   0.217200E+01   0.498324E+03
 0.07270   0.490400E+03   0.214300E+01   0.488687E+03
 0.07361   0.481400E+03   0.214200E+01   0.479402E+03
 0.07453   0.472600E+03   0.215100E+01   0.470262E+03
 0.07544   0.463400E+03   0.214200E+01   0.461459E+03
 0.07636   0.455800E+03   0.211400E+01   0.452795E+03
 0.07727   0.447200E+03   0.212800E+01   0.444454E+03
 0.07818   0.437400E+03   0.210700E+01   0.436337E+03
