   sExp  |  iExp |  Err | iFit(+Const) | Chi^2=   1.966
 0.01785   0.357100E+03   0.446200E+01   0.354599E+03
 0.01876   0.348800E+03   0.326200E+01   0.351641E+03
 0.01967   0.346900E+03   0.784300E+01   0.348565E+03
 0.02059   0.345800E+03   0.340000E+01   0.345341E+03
 0.02150   0.345300E+03   0.309700E+01   0.342044E+03
 0.02242   0.340800E+03   0.301300E+01   0.338607E+03
 0.02333   0.335000E+03   0.290000E+01   0.335110E+03
 0.02424   0.332400E+03   0.622400E+01   0.331523E+03
 0.02516   0.330000E+03   0.278000E+01   0.327809E+03
 0.02607   0.326900E+03   0.239100E+01   0.324056E+03
 0.02699   0.324000E+03   0.234000E+01   0.320186E+03
 0.02790   0.321800E+03   0.230200E+01   0.316289E+03
 0.02882   0.314300E+03   0.219000E+01   0.312285E+03
 0.02973   0.307000E+03   0.212000E+01   0.308265E+03
 0.03064   0.302000E+03   0.205200E+01   0.304193E+03
 0.03156   0.300100E+03   0.201300E+01   0.300028E+03
 0.03247   0.297100E+03   0.202500E+01   0.295865E+03
 0.03339   0.291400E+03   0.195700E+01   0.291618E+03
 0.03430   0.287200E+03   0.197200E+01   0.287384E+03
 0.03522   0.284400E+03   0.197500E+01   0.283076E+03
 0.03613   0.279000E+03   0.195800E+01   0.278791E+03
 0.03704   0.274500E+03   0.191900E+01   0.274491E+03
 0.03796   0.269500E+03   0.190400E+01   0.270131E+03
 0.03887   0.265200E+03   0.191400E+01   0.265813E+03
 0.03979   0.261600E+03   0.189900E+01   0.261446E+03
 0.04070   0.255200E+03   0.183900E+01   0.257131E+03
 0.04161   0.251700E+03   0.178100E+01   0.252824E+03
 0.04253   0.246800E+03   0.175700E+01   0.248482E+03
 0.04344   0.244400E+03   0.168700E+01   0.244206E+03
 0.04436   0.238400E+03   0.163000E+01   0.239903E+03
 0.04527   0.234800E+03   0.158900E+01   0.235673E+03
 0.04619   0.230500E+03   0.158000E+01   0.231425E+03
 0.04710   0.227100E+03   0.155900E+01   0.227255E+03
 0.04801   0.226300E+03   0.154300E+01   0.223119E+03
 0.04893   0.222100E+03   0.153300E+01   0.218978E+03
 0.04984   0.217700E+03   0.156200E+01   0.214922E+03
 0.05076   0.210900E+03   0.156500E+01   0.210865E+03
 0.05167   0.204400E+03   0.160300E+01   0.206899E+03
 0.05259   0.201500E+03   0.160100E+01   0.202938E+03
 0.05350   0.200200E+03   0.157900E+01   0.199071E+03
 0.05441   0.196900E+03   0.157700E+01   0.195258E+03
 0.05533   0.195000E+03   0.154900E+01   0.191458E+03
 0.05624   0.190600E+03   0.151400E+01   0.187758E+03
 0.05716   0.185200E+03   0.148000E+01   0.184077E+03
 0.05807   0.183000E+03   0.144900E+01   0.180498E+03
 0.05898   0.176300E+03   0.143500E+01   0.176981E+03
 0.05990   0.172300E+03   0.140000E+01   0.173491E+03
 0.06081   0.170300E+03   0.141900E+01   0.170103E+03
 0.06173   0.168500E+03   0.118800E+01   0.166746E+03
 0.06264   0.164200E+03   0.117100E+01   0.163491E+03
 0.06356   0.161200E+03   0.118000E+01   0.160270E+03
 0.06447   0.157500E+03   0.115300E+01   0.157152E+03
 0.06538   0.155300E+03   0.116500E+01   0.154102E+03
