0.186928048 4.36197082          0.133604E+00
0.187419614 4.33566358          0.130859E+00
0.187911177 4.2035873           0.130070E+00
0.188402738 4.21712454          0.126108E+00
0.188894296 4.06922577          0.126514E+00
0.189385851 4.0308432           0.122077E+00
0.189877403 3.97155747          0.120925E+00
0.190368953 4.00667645          0.119147E+00
0.190860499 4.0152173           0.120200E+00
0.191352043 3.92501343          0.120457E+00
0.191843584 3.95810369          0.117750E+00
0.192335123 3.80240093          0.118743E+00
0.192826658 3.78721243          0.114072E+00
0.193318191 3.73510558          0.113616E+00
0.19380972 3.77764086           0.112053E+00
0.194301247 3.72740507          0.113329E+00
0.194792771 3.62635055          0.111822E+00
0.195284293 3.66108609          0.108791E+00
0.195775811 3.51571455          0.109833E+00
0.196267326 3.55030116          0.105471E+00
0.196758839 3.37944154          0.106509E+00
0.197250349 3.43953333          0.101383E+00
0.197741855 3.26768773          0.103186E+00
0.198233359 3.3265525           0.980306E-01
0.19872486 3.29613833           0.997966E-01
0.199216358 3.26414914          0.988841E-01
0.199707853 3.06243001          0.979245E-01
0.200199345 3.15197315          0.918729E-01
0.200690835 2.9973269           0.945592E-01
0.201182321 3.08601945          0.899198E-01
0.201673804 3.19196378          0.925806E-01
0.202165285 3.17989912          0.957589E-01
0.202656762 2.88817467          0.953970E-01
0.203148236 2.95641158          0.866452E-01
0.203639708 2.96439763          0.886923E-01
0.204131176 2.81593134          0.889319E-01
0.204622642 2.78653787          0.844779E-01
0.205114104 2.75620282          0.835961E-01
0.205605563 2.78073785          0.826861E-01
0.20609702 2.76367117           0.834221E-01
0.206588473 2.68127638          0.829101E-01
0.207079923 2.62703977          0.804383E-01
0.207571371 2.51240586          0.788112E-01
0.208062815 2.49384148          0.753722E-01
0.208554256 2.60710916          0.748152E-01
0.209045694 2.46621732          0.782133E-01
0.209537129 2.31652442          0.739865E-01
0.210028561 2.39932583          0.694957E-01
0.21051999 2.40771081           0.719798E-01
0.211011416 2.3541475           0.722313E-01
0.211502838 2.29543422          0.706244E-01
0.211994258 2.32905884          0.688630E-01
0.212485674 2.29922376          0.698718E-01
0.212977088 2.25685704          0.689767E-01
0.213468498 2.19481402          0.677057E-01
0.213959905 2.122471            0.658444E-01
0.214451309 2.10270896          0.636741E-01
0.21494271 2.04648799           0.630813E-01
0.215434107 2.02301991          0.613946E-01
0.215925502 2.04768371          0.606906E-01
0.216416893 2.07267094          0.614305E-01
0.216908281 2.04980893          0.621801E-01
0.217399666 1.95479181          0.614943E-01
0.217891048 1.97870395          0.586438E-01
0.218382426 1.89564197          0.593611E-01
0.218873801 1.85468129          0.568693E-01
0.219365173 1.92290898          0.556404E-01
0.219856542 1.8246086           0.576873E-01
0.220347908 1.74255091          0.547383E-01
0.22083927 1.76227939           0.522765E-01
0.221330629 1.80196228          0.528684E-01
0.221821985 1.82127997          0.540589E-01
0.222313338 1.56126961          0.546384E-01
0.222804687 1.56783911          0.468381E-01
0.223296033 1.70727116          0.470352E-01
0.223787376 1.68210957          0.512181E-01
0.224278716 1.52597757          0.504633E-01
0.224770052 1.55054168          0.457793E-01
0.225261385 1.54438234          0.465163E-01
0.225752714 1.57404265          0.463315E-01
0.226244041 1.59702374          0.472213E-01
0.226735364 1.50081818          0.479107E-01
0.227226683 1.42030248          0.450245E-01
0.227718 1.61708829             0.426091E-01
0.228209312 1.50515061          0.485126E-01
0.228700622 1.38663             0.451545E-01
0.229191928 1.22080803          0.415989E-01
0.229683231 1.28305752          0.366242E-01
0.230174531 1.39220379          0.384917E-01
0.230665827 1.3172541           0.417661E-01
0.23115712 1.15858225           0.395176E-01
0.231648409 1.28460186          0.347575E-01
0.232139695 1.20235632          0.385381E-01
0.232630977 1.16938338          0.360707E-01
0.233122256 1.28655533          0.350815E-01
0.233613532 1.20729398          0.385967E-01
0.234104804 1.19585793          0.362188E-01
0.234596073 1.08736628          0.358757E-01
0.235087339 1.0832205           0.326210E-01
0.2355786 0.963612016           0.324966E-01
0.236069859 1.02210183          0.289084E-01
0.236561114 1.11008268          0.306631E-01
0.237052365 1.06048319          0.333025E-01
0.237543613 1.16018864          0.318145E-01
0.238034858 1.0257439           0.348057E-01
0.238526099 0.967451508         0.307723E-01
0.239017337 0.954754442         0.290235E-01
0.239508571 0.901774955         0.286426E-01
0.239999801 0.92686825          0.270532E-01
0.240491028 0.949844996         0.278060E-01
0.240982252 0.924962809         0.284953E-01
0.241473471 0.948117755         0.277489E-01
0.241964688 0.862893303         0.284435E-01
0.242455901 0.82197802          0.258868E-01
0.24294711 0.807481187          0.246593E-01
0.243438316 0.746105701         0.242244E-01
0.243929518 0.849190509         0.223832E-01
0.244420716 0.719460614         0.254757E-01
0.244911911 0.765140246         0.215838E-01
0.245403103 0.790887145         0.229542E-01
0.24589429 0.807406011          0.237266E-01
0.246385474 0.700298879         0.242222E-01
0.246876655 0.678446346         0.210090E-01
0.247367832 0.829477776         0.203534E-01
0.247859005 0.569886498         0.248843E-01
0.248350175 0.606794447         0.170966E-01
0.248841341 0.705806762         0.182038E-01
0.249332503 0.818028926         0.211742E-01
0.249823662 0.491884367         0.245409E-01
0.250314817 0.702469452         0.147565E-01
0.250805968 0.666197173         0.210741E-01
0.251297116 0.636251959         0.199859E-01
0.25178826 0.729292202          0.190876E-01
0.2522794 0.454215519           0.218788E-01
0.252770536 0.603456854         0.136265E-01
0.253261669 0.521489069         0.181037E-01
0.253752798 0.478858235         0.156447E-01
0.254243924 0.620830889         0.143657E-01
0.254735045 0.529160884         0.186249E-01
0.255226163 0.499065749         0.158748E-01
0.255717277 0.620172173         0.149720E-01
0.256208388 0.412729255         0.186052E-01
0.256699494 0.380693304         0.123819E-01
0.257190597 0.518334787         0.114208E-01
0.257681696 0.464210954         0.155500E-01
0.258172792 0.436719508         0.139263E-01
0.258663883 0.443376885         0.131016E-01
0.259154971 0.359568743         0.133013E-01
0.259646055 0.488797736         0.107871E-01
0.260137135 0.425819303         0.146639E-01
0.260628211 0.278309121         0.127746E-01
0.261119284 0.347787462         0.834927E-02
0.261610352 0.422670498         0.104336E-01
0.262101417 0.29280831          0.126801E-01
0.262592478 0.291764996         0.878425E-02
0.263083535 0.353822825         0.875295E-02
0.263574589 0.463965701         0.106147E-01
0.264065638 0.345876207         0.139190E-01
0.264556683 0.455688697         0.103763E-01
0.265047725 0.406452402         0.136707E-01
0.265538763 0.438075138         0.121936E-01
0.266029797 0.456852429         0.131423E-01
0.266520827 0.278118776         0.137056E-01
0.267011853 0.344495913         0.834356E-02
0.267502875 0.531661261         0.103349E-01
0.267993893 0.309355201         0.159498E-01
0.268484907 0.40043716          0.928066E-02
0.268975917 0.347582278         0.120131E-01
0.269466924 0.324767785         0.104275E-01
0.269957926 0.347676652         0.974303E-02
0.270448924 0.252832421         0.104303E-01
0.270939919 0.313823506         0.758497E-02
0.271430909 0.427757651         0.941471E-02
0.271921896 0.299546844         0.128327E-01
0.272412878 0.36718453          0.898641E-02
0.272903857 0.314254621         0.110155E-01
0.273394831 0.419003543         0.942764E-02
0.273885802 0.18874             0.125701E-01
0.274376768 0.216668915         0.566220E-02
0.274867731 0.271779815         0.650007E-02
0.275358689 0.364309011         0.815339E-02
0.275849644 0.348001038         0.109293E-01
0.276340594 0.266361698         0.104400E-01
0.27683154 0.269001953          0.799085E-02
0.277322482 0.309077523         0.807006E-02
0.277813421 0.215486661         0.927233E-02
0.278304355 0.415291455         0.646460E-02
0.278795285 0.164791502         0.124587E-01
0.279286211 0.281526776         0.494375E-02
0.279777132 0.324488707         0.844580E-02
0.28026805 0.13162013           0.973466E-02
0.280758964 0.205374606         0.394860E-02
0.281249873 0.278237422         0.616124E-02
0.281740778 0.335366316         0.834712E-02
0.28223168 0.331690565          0.100610E-01
0.282722577 0.317198622         0.995072E-02
0.28321347 0.390818283          0.951596E-02
0.283704358 0.356288697         0.117245E-01
0.284195243 0.210352537         0.106887E-01
0.284686123 0.232017305         0.631058E-02
0.285177 0.226828932            0.696052E-02
0.285667872 0.2347159           0.680487E-02
0.28615874 0.327768468          0.704148E-02
0.286649603 0.270567538         0.983305E-02
0.287140463 0.23139913          0.811703E-02
0.287631318 0.362689366         0.694197E-02
0.288122169 0.276793406         0.108807E-01
0.288613016 0.335246716         0.830380E-02
0.289103858 0.257218442         0.100574E-01
0.289594697 0.309646287         0.771655E-02
0.290085531 0.413470892         0.928939E-02
0.290576361 0.300212336         0.124041E-01
0.291067186 0.394872683         0.900637E-02
0.291558008 0.0472032146        0.118462E-01
0.292048825 0.393923882         0.141610E-02
0.292539637 0.280202009         0.118177E-01
0.293030446 0.279657269         0.840606E-02
0.29352125 0.285689779          0.838972E-02
0.29401205 0.131680931          0.857069E-02
0.294502845 0.226338565         0.395043E-02
0.294993637 0.251198123         0.679016E-02
0.295484423 0.221299982         0.753594E-02
0.295975206 0.302266477         0.663900E-02
0.296465984 0.296682624         0.906799E-02
0.296956758 0.239430444         0.890048E-02
0.297447528 0.217209838         0.718291E-02
0.297938293 0.313557138         0.651630E-02
0.298429054 0.319571678         0.940671E-02
0.29891981 0.236315906          0.958715E-02
0.299410562 0.260747024         0.708948E-02
0.29990131 0.244602142          0.782241E-02
0.300392053 0.214736685         0.733806E-02
0.300882792 0.422481905         0.644210E-02
0.301373526 0.153908034         0.126745E-01
0.301864256 0.478128881         0.461724E-02
0.302354982 0.374800038         0.143439E-01
0.302845703 0.307890236         0.112440E-01
0.30333642 0.243300681          0.923671E-02
0.303827132 0.242755144         0.729902E-02
0.30431784 0.29362046           0.728265E-02
0.304808543 0.443339362         0.880861E-02
0.305299242 0.241460634         0.133002E-01
0.305789936 0.3917615           0.724382E-02
0.306280626 0.413330604         0.117528E-01
0.306771312 0.207344169         0.123999E-01
0.307261993 0.456875948         0.622033E-02
0.307752669 0.344710916         0.137063E-01
0.308243341 0.35926474          0.103413E-01
0.308734008 0.29672682          0.107779E-01
0.309224671 0.352120492         0.890180E-02
0.30971533 0.319541154          0.105636E-01
0.310205983 0.370723866         0.958623E-02
0.310696633 0.364892023         0.111217E-01
0.311187277 0.285213039         0.109468E-01
0.311677917 0.328585024         0.855639E-02
0.312168553 0.231543231         0.985755E-02
0.312659184 0.354431712         0.694630E-02
0.31314981 0.328792204          0.106330E-01
0.313640432 0.481100954         0.986377E-02
0.314131049 0.356230962         0.144330E-01
0.314621662 0.37105667          0.106869E-01
0.31511227 0.176838859          0.111317E-01
0.315602873 0.453068301         0.530517E-02
0.316093472 0.357371966         0.135920E-01
0.316584066 0.383621098         0.107212E-01
0.317074656 0.341973333         0.115086E-01
0.317565241 0.541083112         0.102592E-01
0.318055821 0.459115498         0.162325E-01
0.318546396 0.377888454         0.137735E-01
0.319036967 0.269889595         0.113367E-01
0.319527533 0.4262464           0.809669E-02
0.320018095 0.505380746         0.127874E-01
0.320508652 0.379159963         0.151614E-01
0.320999204 0.531538873         0.113748E-01
0.321489751 0.280260093         0.159462E-01
0.321980294 0.463182652         0.840780E-02
0.322470832 0.531754776         0.138955E-01
0.322961365 0.382364004         0.159526E-01
0.323451894 0.53965667          0.114709E-01
0.323942417 0.408426025         0.161897E-01
0.324432936 0.414739554         0.122528E-01
0.324923451 0.381522081         0.124422E-01
0.32541396 0.400087659          0.114457E-01
0.325904465 0.36257205          0.120026E-01
0.326394965 0.343656015         0.108772E-01
0.32688546 0.403994142          0.103097E-01
0.32737595 0.556407431          0.121198E-01
0.327866436 0.338182163         0.166922E-01
0.328356917 0.452860736         0.101455E-01
0.328847393 0.481360043         0.135858E-01
0.329337864 0.536485408         0.144408E-01
0.32982833 0.45834618           0.160946E-01
0.330318792 0.481261609         0.137504E-01
0.330809249 0.529957009         0.144378E-01
0.3312997 0.516144066           0.158987E-01
0.331790147 0.530435043         0.154843E-01
0.332280589 0.580567085         0.159131E-01
0.332771027 0.417406716         0.174170E-01
0.333261459 0.355415396         0.125222E-01
0.333751887 0.764964942         0.106625E-01
0.334242309 0.514227649         0.229489E-01
0.334732727 0.720145617         0.154268E-01
0.33522314 0.57629956           0.216044E-01
0.335713548 0.482037276         0.172890E-01
0.336203951 0.484053518         0.144611E-01
0.336694349 0.568921743         0.145216E-01
0.337184742 0.487219068         0.170677E-01
0.33767513 0.575152658          0.146166E-01
0.338165513 0.509370605         0.172546E-01
0.338655891 0.534203529         0.152811E-01
0.339146265 0.550698268         0.160261E-01
0.339636633 0.527498331         0.165209E-01
0.340126997 0.641378356         0.158249E-01
0.340617355 0.567445491         0.192414E-01
0.341107708 0.387839084         0.170234E-01
0.341598057 0.638656426         0.116352E-01
0.3420884 0.670583382           0.191597E-01
0.342578739 0.56286854          0.201175E-01
0.343069072 0.611266989         0.168861E-01
0.3435594 0.544652461           0.183380E-01
0.344049724 0.593508732         0.163396E-01
0.344540042 0.581693888         0.178053E-01
0.345030355 0.612530661         0.174508E-01
0.345520663 0.562830648         0.183759E-01
0.346010967 0.801854348         0.168849E-01
0.346501265 0.553333277         0.240556E-01
0.346991558 0.596319052         0.166000E-01
0.347481846 0.599121826         0.178896E-01
0.347972128 0.786390032         0.179737E-01
0.348462406 0.719200086         0.235917E-01
0.348952679 0.539257886         0.215760E-01
0.349442946 0.673220995         0.161777E-01
0.349933209 0.632512017         0.201966E-01
0.350423466 0.590401019         0.189754E-01
0.350913718 0.695691423         0.177120E-01
0.351403965 0.773282252         0.208707E-01
0.351894207 0.598951805         0.231985E-01
0.352384444 0.787155165         0.179686E-01
0.352874675 0.52715145          0.236147E-01
0.353364902 0.691498943         0.158145E-01
0.353855123 0.576009824         0.207450E-01
0.354345339 0.663757701         0.172803E-01
0.35483555 0.820725684          0.199127E-01
0.355325755 0.718761052         0.246218E-01
0.355815956 0.535895877         0.215628E-01
0.356306151 0.770430753         0.160769E-01
0.356796341 0.795184268         0.231129E-01
0.357286526 0.744281086         0.238555E-01
0.357776706 0.753376            0.223284E-01
0.35826688 0.863002727          0.226013E-01
0.358757049 0.800613889         0.258901E-01
0.359247213 0.716927307         0.240184E-01
0.359737372 0.744626852         0.215078E-01
0.360227525 0.662930871         0.223388E-01
0.360717673 0.762719829         0.198879E-01
0.361207816 0.891852574         0.228816E-01
0.361697953 0.800908715         0.267556E-01
0.362188085 0.852200732         0.240273E-01
0.362678212 0.665472547         0.255660E-01
0.363168334 0.831018026         0.199642E-01
0.36365845 0.75874916           0.249305E-01
0.364148561 0.867936035         0.227625E-01
0.364638667 0.897704208         0.260381E-01
0.365128767 0.857847548         0.269311E-01
0.365618862 0.738529387         0.257354E-01
0.366108952 0.874533981         0.221559E-01
0.366599036 0.771429507         0.262360E-01
0.367089115 0.889774533         0.231429E-01
0.367579188 0.803358406         0.266932E-01
0.368069256 0.721171535         0.241008E-01
0.368559319 0.890737156         0.216351E-01
0.369049376 0.773408977         0.267221E-01
0.369539428 0.889244331         0.232023E-01
0.370029475 0.791504519         0.266773E-01
0.370519516 0.849531907         0.237451E-01
0.371009552 0.860009566         0.254860E-01
0.371499582 0.806320841         0.258003E-01
0.371989607 0.888556424         0.241896E-01
0.372479626 0.876066073         0.266567E-01
0.37296964 0.949912701          0.262820E-01
0.373459649 0.832868053         0.284974E-01
